"awd_id","pi_id","pi_full_name","perf_inst_name"
"2446529","270093252","Averee M Luhrs","University of Texas at San Antonio"
"2446557","269856216","Caela B O'Connell","University of North Carolina at Chapel Hill"
"2446557","270110808","Rosemary E Gay","University of North Carolina at Chapel Hill"
"2446575","000139154","Gregory A Cutter","Old Dominion University"
"2446576","269879911","Hussain A Abdulla","Texas A&M University Corpus Christi"
"2446594","269773164","Adam L Houston","University of Nebraska-Lincoln"
"2446595","269977812","Nathaniel J Cunningham","Nebraska Wesleyan University"
"2446604","269801745","Seth   Pettie","Regents of the University of Michigan - Ann Arbor"
"2446658","000251967","Wei-Jun   Cai","University of Delaware"
"2446714","269724865","Alex   Sessions","California Institute of Technology"
"2446715","269906176","Hilary G Close","University of Miami"
"2446724","270099673","Brian   Haas","The Regents of the University of California, San Francisco"
"2446802","269970680","Taiquan   Peng","Michigan State University"
"2446802","270111586","Ruth   Heo","Michigan State University"
"2446822","269717710","Julie S Downs","Carnegie-Mellon University"
"2446822","270102473","Wenzhuo   Xu","Carnegie-Mellon University"
"2446863","270088261","Mingyu   Qiao","University of Connecticut"
"2446908","270096048","Andrea Wei   Coladangelo","University of Washington"
"2446908","269878448","Kai-Mei   Fu","University of Washington"
"2446982","269934717","Pablo   Fajgelbaum","National Bureau of Economic Research Inc"
"2446982","269844647","Amit   Khandelwal","National Bureau of Economic Research Inc"
"2446993","270100864","Federico Huneeus","Duke University"
"2446994","270110887","David G Atkin","Massachusetts Institute of Technology"
"2446994","269886989","Dave Donaldson","Massachusetts Institute of Technology"
"2447013","269841410","Katherine   Kinzler","University of Chicago"
"2447013","270108427","Radhika   Santhanagopalan","University of Chicago"
"2447041","269785751","Enyue   Lu","Salisbury University"
"2447074","269824508","Jun   Zhuang","SUNY at Buffalo"
"2447074","270111218","Ian R Unson","SUNY at Buffalo"
"2447137","270092552","Carlos A Paz-Soldan","Columbia University"
"2447173","269685171","Carter T Butts","University of California-Irvine"
"2447173","270102208","Sabrina   Mai","University of California-Irvine"
"2447193","270041471","Yang   Wang","University of Miami"
"2447193","269667269","Chang-Yu   Wu","University of Miami"
"2447193","270086645","Jiayu   Li","University of Miami"
"2447209","269897586","Pablo D Jenik","Franklin and Marshall College"
"2447266","270095683","Charan   Gudla","Mississippi State University"
"2447266","269846243","Andy D Perkins","Mississippi State University"
"2447282","000216125","Michael J Scanlon","Cornell University"
"2447303","269760832","Eric A Stach","University of Pennsylvania"
"2447303","269983097","Mark Licurse","University of Pennsylvania"
"2447314","269957481","Kyle   Chard","University of Chicago"
"2447314","269786973","Rebecca M Willett","University of Chicago"
"2447357","270005092","Sharan   Srinivas","University of Missouri-Columbia"
"2447479","269740159","Pranav   Shrotriya","Iowa State University"
"2447479","269944460","Soumik   Sarkar","Iowa State University"
"2447499","269938410","Joshua S Sunshine","Carnegie-Mellon University"
"2447499","269927599","Claire   Le Goues","Carnegie-Mellon University"
"2447631","269809784","Daqing   Hou","Rochester Institute of Tech"
"2447631","270050746","Zhe   Yu","Rochester Institute of Tech"
"2447647","269851681","Joanna   York","University of Delaware"
"2447660","270011764","Haroon   Malik","Marshall University Research Corporation"
"2447660","270090474","Yousef F Alnadesh","Marshall University Research Corporation"
"2447674","269768002","Ruth H Carmichael","Marine Environmental Sciences Consortium"
"2447687","269742853","Milena O Stanislavova","University of Alabama at Birmingham"
"2447691","269792499","Graham D Sherwood","Gulf of Maine Research Institute"
"2447734","269976809","Geraldine L Cochran","Ohio State University"
"2447779","270052717","Rahul   Gomes","University of Wisconsin-Eau Claire"
"2447779","269953591","Ying   Ma","University of Wisconsin-Eau Claire"
"2447788","269891711","Brianna   Mount","Black Hills State University"
"2447843","269679624","Volodymyr V Kindratenko","University of Illinois at Urbana-Champaign"
"2447843","269730671","Daniel S Katz","University of Illinois at Urbana-Champaign"
"2447856","270011621","Damian   Valles Molina","Texas State University - San Marcos"
"2447869","270088285","Sabine   Botha","Arizona State University"
"2447869","270112184","Mark R Holl","Arizona State University"
"2447887","269955461","Rosalia   Gomez","University of Texas at Austin"
"2447887","269956148","Anne D Bowen","University of Texas at Austin"
"2447947","270082009","Zach   Perzan","University of Nevada Las Vegas"
"2447985","269962619","Jason   Cons","University of Texas at Austin"
"2447985","270091863","Md Robayt   Khondoker","University of Texas at Austin"
"2448094","270048388","Bernadette M Boscoe","Southern Oregon University"
"2448108","269944761","Steven M Heilman","University of Southern California"
"2448109","269967070","Anil S Damle","Cornell University"
"2448109","269841629","David S Bindel","Cornell University"
"2448109","269952516","Alex J Townsend","Cornell University"
"2448113","270003891","Brian S Robinson","University of Louisville Research Foundation Inc"
"2448119","270029002","Ralph E Kleiner","Princeton University"
"2448129","270034738","Anju R Gupta","University of Toledo"
"2448267","269697867","Piotr   Indyk","Massachusetts Institute of Technology"
"2448323","269858234","Amy   Ikui","CUNY Brooklyn College"
"2448445","270039603","Golnaz   Arastoopour Irgens","Vanderbilt University"
"2448500","270093588","Shu   Hu","Purdue University"
"2448532","269926922","Guangbo   Xu","Rutgers University New Brunswick"
"2448532","270098029","Shaoyun   Bai","Rutgers University New Brunswick"
"2448554","269988741","Daniel R Viete","The Johns Hopkins University"
"2448593","269770628","Patrick K Shiu","University of Missouri-Columbia"
"2448623","269781291","Murat   Kantarcioglu","Virginia Polytechnic Institute and State University"
"2448649","270063646","Cassandra   Brooks","University of Colorado at Boulder"
"2448649","000067608","Eileen E Hofmann","University of Colorado at Boulder"
"2448649","269702847","Grant   Ballard","University of Colorado at Boulder"
"2448649","269766449","Sharon E Stammerjohn","University of Colorado at Boulder"
"2448649","270031238","Boyang   Pan","University of Colorado at Boulder"
"2448679","269826753","Matthew   Clay","MECEHTM8DB17"
"2448679","269912867","Jeremy   Van Horn-Morris","MECEHTM8DB17"
"2448709","269834752","Ron   Weiss","Massachusetts Institute of Technology"
"2448709","000089983","Roger D Kamm","Massachusetts Institute of Technology"
"2448939","269994024","David A Delaine","Florida International University"
"2449011","269893603","Liran   Ma","Miami University"
"2449029","269960399","Joshua K Hartshorne","MGH Institute of Health Professions"
"2449069","269945290","Martin   Thuo","North Carolina State University"
"2449071","269748776","Nayda G Santiago","University of Puerto Rico Mayaguez"
"2449098","270007299","Ahyoung   Lee","Kennesaw State University Research and Service Foundation"
"2449174","270110386","David R Conklin","DAYZERO WATER LLC"
"2449178","270111029","Ho-Joon Lee","Yale University"
"2449325","270036582","Roger M Smith","California Institute of Technology"
"2449368","269963502","Pratap   Tokekar","University of Maryland, College Park"
"2449563","270028199","Chang   Liu","University of Massachusetts Amherst"
"2449570","270022039","Ido   Davidesco","Boston College"
"2449626","270094193","Sidi   Lu","College of William and Mary"
"2449637","270025257","Paige A Clayton","Georgia Institute of Technology"
"2449659","269829669","Kevin J Zollman","Carnegie-Mellon University"
"2449660","270000561","Russell J Funk","University of Minnesota-Twin Cities"
"2449679","000233719","Cornelia M Fermuller","University of Maryland, College Park"
"2449679","270063672","Irina   Muresanu","University of Maryland, College Park"
"2449747","269792845","Hosam   Fathy","University of Maryland, College Park"
"2449787","000247490","Efstratia   Kalfagianni","Michigan State University"
"2449787","269723321","Adam S Sikora","Michigan State University"
"2449793","269702484","Jolien D Creighton","University of Wisconsin-Milwaukee"
"2449798","270003780","Onur   Apul","University of Maine"
"2449799","270002928","Arjunkrishna   Venkatesan","New Jersey Institute of Technology"
"2449801","270006164","Martin   Slawski","University of Virginia Main Campus"
"2449909","270014679","Dion   Khodagholy","University of California-Irvine"
"2449927","270019731","Truong X Nghiem","The University of Central Florida Board of Trustees"
"2449948","270062929","Nichole   Ramirez","University of Texas at El Paso"
"2450039","269962012","Zhaoshuo   Jiang","San Francisco State University"
"2450039","270025554","Tao   He","San Francisco State University"
"2450039","270055911","Zhuwei   Qin","San Francisco State University"
"2450161","269754946","Paul   Boyer","Aaniiih Nakoda College"
"2450166","270110304","Sonia   Alconini","University of Virginia Main Campus"
"2450166","270110542","CHRISTIAN G CANCHO RUIZ","University of Virginia Main Campus"
"2450204","270094884","Ruiqing   Shen","Oklahoma State University"
"2450241","269709541","Renato J Figueiredo","Oregon State University"
"2450245","269983542","Brian   Donovan","University of Colorado at Boulder"
"2450309","270057020","Megan   Mucioki","Emory University"
"2450650","270011883","Scott   Wood","University of New England"
"2450671","269999927","Na   Zou","University of Houston"
"2450742","269975235","Renata   Rawlings-Goss","Georgia Institute of Technology"
"2450802","269697094","Blake C Meyers","University of California-Davis"
"2450833","270113442","Nancy   McNamara","ACADEMIC WEB PAGES, INC."
"2450841","269981418","Ozgur   Keles","University of North Carolina at Charlotte"
"2450845","270100015","Aishwarya   Prakash","University of South Alabama"
"2450845","269719418","Thomas   Johnsten","University of South Alabama"
"2450874","269985127","Rebecca L Sansom","Texas A&M University"
"2450954","270112094","Alexander   Suma","NEXUMA L.L.C."
"2450981","270113446","Ava D Segal","STEADI SYSTEMS, LLC"
"2450992","270081647","Emily L Marron","University of Hawaii"
"2451062","270113036","Scott   Sosso","LUCA AI, LLC"
"2451139","270111993","Jeanine   DeFalco","MIXTA RE, INC"
"2451139","270120400","Travis   Falstad","MIXTA RE, INC"
"2451163","269829103","Martine   De Cock","University of Washington Tacoma"
"2451163","270112428","Luca   Foschini","University of Washington Tacoma"
"2451172","270113081","Lina   Sulieman","Vanderbilt University Medical Center"
"2451205","270112044","Carlos B Gutierrez","BIRED IMAGING INC"
"2451306","270113393","Pavan K Kota","ANVIL DIAGNOSTICS INC."
"2451312","270113505","Daw-An   Wu","ELITE NEURO INC"
"2451312","269671260","Ladan   Shams","ELITE NEURO INC"
"2451318","270113177","Babak   Adibi","STELLAR ENGIINE"
"2451348","270113731","Weihao   Qu","Monmouth University Inc"
"2451376","270112735","Md   Arifuzzaman","Missouri University of Science and Technology"
"2451402","270101793","Md Shirajum   Munir","University of West Georgia"
"2451404","270107182","Jonathan   McCandless","GALLOX SEMICONDUCTORS INC."
"2451404","269934593","Khurram K Afridi","GALLOX SEMICONDUCTORS INC."
"2451423","270095085","Xiang   He","Florida Institute of Technology"
"2451457","270040028","Salimeh   Sekeh","San Diego State University Foundation"
"2451489","270112326","Amy   Yeboah","YEBOAH, AMY"
"2451490","270079767","Wenbin   Zhang","Florida International University"
"2451552","270020646","Xinfang   Jin","University of Texas at Dallas"
"2451554","270076846","Matthew   Jones","RESONANTIA DIAGNOSTICS, INC."
"2451577","270094914","Qinglei   Cao","Saint Louis University"
"2451599","270112766","Christopher   Merrill","ND-DIAGENOMIX, INC."
"2451599","269970235","Cheng   Liu","ND-DIAGENOMIX, INC."
"2451609","269913713","Kit Yu Karen Chan","University of Washington"
"2451611","270112585","Xiaopeng   Jiang","Southern Illinois University at Carbondale"
"2451629","270113722","Erina   Vela","BEAMFEED LLC"
"2451629","000143111","Maria C Tamargo","BEAMFEED LLC"
"2451636","270113102","Jinzhen   Wang","University of North Carolina at Charlotte"
"2451637","269884125","Thomas   Shea","University of Hawaii"
"2451644","269722434","Xiaodong   Yan","University of Connecticut"
"2451734","270094505","Gregory N Anderson","Reed College"
"2451755","270027284","Matthew R Siegfried","Colorado School of Mines"
"2451819","269730936","Ece   Erdogmus","Clemson University"
"2451843","269858329","Ugur   Kale","Indiana University"
"2451846","270035432","Ivan G Contreras Palacios","Instituto Superior Tecnico"
"2451846","270003926","Joel D Villatoro","Instituto Superior Tecnico"
"2451847","269986358","Ethan G Hyland","North Carolina State University"
"2451855","269959559","Emily B Pentzer","Texas A&M Engineering Experiment Station"
"2451864","269814330","Jordan P Lewis","University of Alaska Fairbanks Campus"
"2451866","000232970","Kausik   Sarkar","George Washington University"
"2451870","000167191","Rachelle S Heller","George Washington University"
"2451870","000205634","Catherine A Mavriplis","George Washington University"
"2451870","270113031","Elizabeth   Pollitzer","George Washington University"
"2451885","270055373","Cole   Joslyn","Arizona State University"
"2451892","270053458","Ryan D Beemer","Virginia Polytechnic Institute and State University"
"2451935","270112758","Rui   Li","New York University"
"2451946","270063062","Sajedul Talukder","University of Texas at El Paso"
"2451951","270027138","Fei   Wang","Mississippi State University"
"2451960","269927949","Na   Li","Harvard University"
"2451963","270024129","Zhen   Bai","University of Rochester"
"2451982","269899391","Nathaniel   Traaseth","New York University"
"2452005","269817845","Jacqueline   Bennett","SUNY Oneonta"
"2452028","270040889","Shubhra Kanti   Karmaker Santu","The University of Central Florida Board of Trustees"
"2452030","270017401","Hyunyi   Jung","Texas A&M University"
"2452034","269903852","Susan D Renoe","University of Missouri-Columbia"
"2452034","269957174","Brian   Nosek","University of Missouri-Columbia"
"2452063","269738969","Horacio E Castillo","Ohio University"
"2452066","269930047","Elizabeth A Gunderson","Indiana University"
"2452070","269740904","Timothy R Riley","Cornell University"
"2452070","000247887","Kim E Ruane","Cornell University"
"2452070","269742404","Daniel P Groves","Cornell University"
"2452095","269977828","Stephen R Lindemann","Purdue University"
"2452096","269983542","Brian   Donovan","University of Colorado at Boulder"
"2452116","269695151","Benjamin J Owen","University of Maryland Baltimore County"
"2452117","269709541","Renato J Figueiredo","Oregon State University"
"2452130","270033261","Kirill Y Lazebnik","University of Texas at Dallas"
"2452148","269727986","Ana   Hunsinger","INTERNET2"
"2452148","269850743","Dana   Brunson","INTERNET2"
"2452148","270021040","Howard   Pfeffer","INTERNET2"
"2452238","270114020","Steven   Dandaneau","Colorado State University"
"2452263","270112487","Young Rae Choi","Lee Mcloughlin's fieldwork site"
"2452263","270112970","Lee Mcloughlin","Lee Mcloughlin's fieldwork site"
"2452276","269937320","Nodari   Sitchinava","University of Hawaii"
"2452280","000164442","Monica   Olvera de la Cruz","Northwestern University"
"2452280","270113043","Felipe   Jimenez-Angeles","Northwestern University"
"2452296","269907749","Somayeh   Asadi","University of Virginia Main Campus"
"2452322","269868104","Robert L Nagel","Carthage College"
"2452330","270062805","Mohamed S Nafea","Missouri University of Science and Technology"
"2452366","270102951","Neeti   Pokhriyal","Rand Corporation"
"2452366","270112959","Stephanie   Bonds","Rand Corporation"
"2452367","270024038","Soroush   Vosoughi","Dartmouth College"
"2452494","270065696","Shazrene S Mohamed","University of Virginia Main Campus"
"2452501","000267414","Laurent P Saloff-Coste","Cornell University"
"2452501","000258050","Alexander   Teplyaev","Cornell University"
"2452501","269806180","Luke G Rogers","Cornell University"
"2452517","270007481","Tiezheng   Tong","Arizona State University"
"2452520","270113747","Erin E Weeks","SRI International"
"2452540","270089199","Shibaji   Chakraborty","Embry-Riddle Aeronautical University"
"2452641","270067001","George   Domat","Regents of the University of Michigan - Ann Arbor"
"2452726","269719816","Gregory S Tschumper","Missouri University of Science and Technology"
"2452730","000169210","Fred   Valdez","University of Texas at Austin"
"2452730","270089654","Alana R Pengilley","University of Texas at Austin"
"2452751","269847950","Jose P D'Incao","University of Massachusetts Boston"
"2452778","270063925","Hung T Nguyen","University of Illinois at Urbana-Champaign"
"2452816","269984393","Gabriel   Conant","University of Illinois at Chicago"
"2452874","000192611","Laura E Ray","Dartmouth College"
"2453175","270025535","Chengyu   Li","Case Western Reserve University"
"2453218","269926013","Junjie   Zhang","Applied Computer Security Associates"
"2453236","269869627","Matthew T Stover","Temple University"
"2453237","270034122","Maggie   Miller","University of Texas at Austin"
"2453298","270040156","Joseph B Andrews","University of Wisconsin-Madison"
"2453298","270025740","Jingyi   Huang","University of Wisconsin-Madison"
"2453351","270034116","Christopher   Eur","Carnegie-Mellon University"
"2453511","269957358","Jiafeng   Xie","Villanova University"
"2453745","269981839","Steven C Clontz","University of South Alabama"
"2453745","269964393","Elena   Pavelescu","University of South Alabama"
"2453745","269964490","Joanna   Furno","University of South Alabama"
"2453756","270048611","ASIM K DEY","Texas Tech University"
"2453794","269966516","Akram   Alishahi","University of Georgia"
"2453794","000192006","Gordana   Matic","University of Georgia"
"2453794","269826360","Michael   Usher","University of Georgia"
"2453794","270020339","Peter   Lambert-Cole","University of Georgia"
"2453794","270098997","Eduardo   Fernández","University of Georgia"
"2453830","269758417","Denis   Osin","Vanderbilt University"
"2453830","269870019","Spencer D Dowdall","Vanderbilt University"
"2453830","270004800","Carolyn   Abbott","Vanderbilt University"
"2453830","270045491","Filippo   Calderoni","Vanderbilt University"
"2453867","269979105","Ana S Balibanu","Louisiana State University"
"2453881","269926360","Cary L Malkiewich","SUNY at Binghamton"
"2453881","270067110","Lorenzo   Ruffoni","SUNY at Binghamton"
"2453881","270114003","Danika K Van Niel","SUNY at Binghamton"
"2453889","270004924","Mona   Bavarian","University of Nebraska-Lincoln"
"2454002","269825466","William   Wylie","Syracuse University"
"2454027","270046627","Biplav   Srivastava","University of South Carolina at Columbia"
"2454141","270062419","Reza   Nazemi","Colorado State University"
"2500091","269780660","Andrea L Beach","Western Michigan University"
"2500091","269840000","Kadian M Callahan","Western Michigan University"
"2500115","270090268","Fortune S Mhlanga","Meharry Medical College"
"2500115","269764656","Todd P Gary","Meharry Medical College"
"2500119","270064273","Joseph   Chen","University of Louisville Research Foundation Inc"
"2500127","270085371","Manigandan   Kannan","University of Akron"
"2500222","269881534","Todd W Hudnall","Baylor University"
"2500225","000267943","Kenneth W Bromberg","University of Utah"
"2500225","000216342","Richard D Canary","University of Utah"
"2500251","270039832","Admin   Husic","Virginia Polytechnic Institute and State University"
"2500279","269987737","Faisal   Aqlan","University of Louisville Research Foundation Inc"
"2500279","269695613","Ismail   Fidan","University of Louisville Research Foundation Inc"
"2500279","270067153","Md Fashiar   Rahman","University of Louisville Research Foundation Inc"
"2500282","270113039","Fei   Liu","Iowa State University"
"2500301","270071121","Manar M Shoshani","University of Kansas Center for Research Inc"
"2500323","270114883","Jennifer A Bryant","Sesame Workshop"
"2500323","270114882","Akimi   Gibson","Sesame Workshop"
"2500434","269962464","Brian   Krupp","Case Western Reserve University"
"2500450","269984698","Michael   Marshak","University of Wyoming"
"2500662","270053196","Shengwang   Du","Purdue University"
"2500682","269940713","Vassilis   Kekatos","Purdue University"
"2500697","000009935","Patricia A Matrai","Gordon Research Conferences"
"2500816","269726787","Branislav   Nikolic","University of Delaware"
"2500874","270033457","Jingshen   Wang","The Regents of the University of California"
"2500944","269999311","Michelle   Chu","University of Minnesota-Twin Cities"
"2500968","270110804","Dini   Adyasari","Texas A&M University at Galveston"
"2500969","270114827","Xiaolang   Zhang","Florida Atlantic University"
"2501185","270044997","Mostafa   Yourdkhani","Arizona State University"
"2501206","269938877","Kelly M Dorgan","University of Texas at Austin"
"2501232","000262543","John W Towns","University of Illinois at Urbana-Champaign"
"2501232","269960596","Christine R Kirkpatrick","University of Illinois at Urbana-Champaign"
"2501293","269895384","Michael   Nelson","Pennsylvania State Univ University Park"
"2501294","270010349","Amanda   Driscoll","Florida State University"
"2501334","269983325","Meisam   Razaviyayn","University of Southern California"
"2501334","270074334","Giacomo   Nannicini","University of Southern California"
"2501357","270002488","Huijing   Du","University of Nebraska-Lincoln"
"2501357","269759097","Petronela   Radu","University of Nebraska-Lincoln"
"2501365","269843992","Jennifer   Leasure","The Quilt"
"2501442","270025646","Jifu   Tan","SUNY at Binghamton"
"2501466","270114933","Anna   Marshall","University of Tennessee Knoxville"
"2501467","269935523","Nina   Stark","University of Florida"
"2501469","269680091","Thomas J Bieske","University of South Florida"
"2501469","000132789","Dmitry   Khavinson","University of South Florida"
"2501469","269789788","Catherine A Beneteau","University of South Florida"
"2501469","269945983","Joel A Rosenfeld","University of South Florida"
"2501470","270090768","Jennifer M First","University of Missouri-Columbia"
"2501471","269956944","Kelsey N Ellis","University of Tennessee Knoxville"
"2501479","270074539","Dan   Li","University of Wisconsin-Madison"
"2501493","269844019","Yuh Min   Chook","University of Texas Southwestern Medical Center"
"2501526","000234926","Oswaldo   Chinchilla Mazariegos","Yale University"
"2501526","270091274","Adrian E Everett","Yale University"
"2501581","270115145","Tonya   Rich","University of Minnesota-Twin Cities"
"2501606","269916039","Alice   Apley","Documentary Educational Resources"
"2501649","270015239","Shaofeng   Zou","Arizona State University"
"2501693","269825242","Gabor   Szekelyhidi","Northwestern University"
"2501693","000169369","Laszlo   Lempert","Northwestern University"
"2501693","269966996","Tamas   Darvas","Northwestern University"
"2501699","269944839","Anthony R Cummings","Wesleyan University"
"2501929","270018858","Keegan J Moore","Georgia Tech Research Corporation"
"2501971","270018606","Lu Liang","University of California-Berkeley"
"2501994","269865832","Enrica   Viparelli","University of South Carolina at Columbia"
"2501994","270104869","Haiqing   Xu","University of South Carolina at Columbia"
"2501994","270115011","Matthew   Czapiga","University of South Carolina at Columbia"
"2502228","269903047","Marie   Snipes","Kenyon College"
"2502272","270114971","Hassan   Dashtian","University of Texas at Austin"
"2502297","270035023","Patrick   Bitterman","Kent State University"
"2502341","269722294","Shanchieh J Yang","Gonzaga University"
"2502540","270046786","Caterina   Gratton","University of Illinois at Urbana-Champaign"
"2502554","270030032","Daniel K Okamoto","University of California-Berkeley"
"2502558","270009937","Amitai   Shenhav","University of California-Berkeley"
"2502569","269968208","Andrew J Rominger","University of Hawaii"
"2502626","270000313","Rickard F Ewetz","University of Florida"
"2502630","269728829","Erik   Herron","West Virginia University"
"2502630","269913022","Herschel F Thomas","West Virginia University"
"2502630","270004050","Daniel   Sledge","West Virginia University"
"2502631","269848023","Martha   Kropf","University of North Carolina at Charlotte"
"2502631","270115552","Regina   Branton","University of North Carolina at Charlotte"
"2502638","270049845","Abdullah   Eroglu","SUNY Polytechnic Institute"
"2502649","269824199","Marisa   Wolsky","WGBH Educational Foundation"
"2502649","000160076","Andee   Rubin","WGBH Educational Foundation"
"2502654","270095844","Srimanti   Duttagupta","University of Georgia"
"2502654","270096191","Avishek   Dutta","University of Georgia"
"2502655","269883662","Ian   Wheeldon","University of California-Riverside"
"2502675","269846623","Mark   Kisin","Harvard University"
"2502676","269887935","Timothy J Rupert","Johns Hopkins University"
"2502778","269951663","Nicole M Becker","Michigan State University"
"2502793","270022589","Giri Prashanth   Krishnan","Georgia Tech Research Corporation"
"2502793","269908510","Duen Horng   Chau","Georgia Tech Research Corporation"
"2502836","270018934","Anna   Bergstrom","Boise State University"
"2502836","269761916","Jennifer   Pierce","Boise State University"
"2502836","270088098","David P Huber","Boise State University"
"2502836","270111283","Joshua   Enterkine","Boise State University"
"2502839","269926096","Neal P Mankad","University of Illinois Chicago"
"2502885","269862508","Christopher M Beaudry","Temple University"
"2502900","270021026","Wei   Zhu","Georgia Tech Research Corporation"
"2502957","269985595","Susan E Clark","Stanford University"
"2503030","269929887","Harbir   Antil","George Mason University"
"2503035","269927602","Zhe   Cheng","Colorado State University"
"2503075","269934712","Mohammed   Baalousha","University of South Carolina at Columbia"
"2503076","269943306","Jackson P Webster","Chico State Enterprises"
"2503076","269982276","Sandrine J Matiasek","Chico State Enterprises"
"2503077","270071962","Jasquelin   Pena","University of California-Davis"
"2503109","269697177","Cesare   Tinelli","University of Iowa"
"2503109","269999749","John Garrett   Morris","University of Iowa"
"2503109","270103182","Katherine   Kosaian","University of Iowa"
"2503131","270061736","Miguel   Cid Montoya","Clemson University"
"2503142","269683188","Klaas   van Wijk","Gordon Research Conferences"
"2503213","270003778","Marek   Locmelis","University of Texas at Austin"
"2503230","270053196","Shengwang   Du","Purdue University"
"2503245","270074501","Catherine   Bergman","USENIX Association"
"2503254","269958590","Hyeran   Jeon","University of California - Merced"
"2503344","270017422","Justin Kim","Georgia Tech Research Corporation"
"2503348","269910409","Qun Jane   Gu","Georgia Tech Research Corporation"
"2503349","269946858","Ali A Rownaghi","University of Miami"
"2503459","270019297","Long   Luo","University of Utah"
"2503494","269826305","Bo   Li","Washington University"
"2503593","269918937","Kalyan R Piratla","Clemson University"
"2503593","269870033","Chien-fei   Chen","Clemson University"
"2503593","270077059","Chao   Fan","Clemson University"
"2503599","270041700","Raj Kumar   Pal","Texas A&M Engineering Experiment Station"
"2503605","269986122","Ruiguo   Yang","Michigan State University"
"2503607","270094719","Yulan   Qing","University of Tennessee Knoxville"
"2503607","000203413","Conrad P Plaut","University of Tennessee Knoxville"
"2503612","270031024","Shyam   Kattel","The University of Central Florida Board of Trustees"
"2503614","270041700","Raj Kumar   Pal","Texas A&M Engineering Experiment Station"
"2503625","270007481","Tiezheng   Tong",""
"2503633","269856197","Henri F Dengah","Florida State University"
"2503644","270007481","Tiezheng   Tong","Arizona State University"
"2503648","270108569","GARIMA   MALHOTRA","University of Colorado at Boulder"
"2503672","270074501","Catherine   Bergman","USENIX Association"
"2503675","270087016","Wenqian   Dong","Oregon State University"
"2503682","270072796","William T Struble","University of Houston"
"2503703","269983135","Hilary   McMillan","Gordon Research Conferences"
"2503703","269954345","Catalina   Segura","Gordon Research Conferences"
"2503761","269672139","Eric   Plutzer","Pennsylvania State Univ University Park"
"2503761","269671690","Michael B Berkman","Pennsylvania State Univ University Park"
"2503815","270065821","Salim   Tayou",""
"2503906","269961116","Deliang   Fan","Arizona State University"
"2503940","270115736","Vanessa   Parks","Rand Corporation"
"2503940","269711400","Andrew   Parker","Rand Corporation"
"2504074","270096004","Momchil E Molnar","Southwest Research Institute"
"2504075","270062504","Maria de la Paz   Fernandez","Trustees of Indiana University"
"2504079","269813031","Larisa P Goncharenko","Massachusetts Institute of Technology"
"2504110","269827127","Leigh A Stearns","University of Pennsylvania"
"2504116","270007481","Tiezheng   Tong","Arizona State University"
"2504217","269907078","Kerrie A Douglas","Purdue University"
"2504233","269968705","Molly C Womack","Cornell University"
"2504328","270094831","John D Cobb","Auburn University"
"2504328","269823186","Luke A Oeding","Auburn University"
"2504334","269968705","Molly C Womack","Cornell University"
"2504511","270000465","Greeshma   Gadikota","Gordon Research Conferences"
"2504528","269893644","Lulu   Qian","California Institute of Technology"
"2504715","270019399","Jessica   Gephart","University of Washington"
"2504839","270043854","Arman   Roohi","University of Illinois at Chicago"
"2505158","270068798","Di   Fang","Duke University"
"2505174","269774935","Massimiliano   Bonamente","University of Alabama in Huntsville"
"2505174","269757320","Sukanya   Chakrabarti","University of Alabama in Huntsville"
"2505174","269849294","Padmaja   Guggilla","University of Alabama in Huntsville"
"2505174","270098137","Michela   Negro","University of Alabama in Huntsville"
"2505192","270043167","Tamzidul   Hoque","University of Kansas Center for Research Inc"
"2505209","269961116","Deliang   Fan","Arizona State University"
"2505213","269868394","Gonghu   Li","University of New Hampshire"
"2505220","270051580","Daniel   Alvarez-Gavela",""
"2505222","270081516","Mai P Trinh","The University of Texas Rio Grande Valley"
"2505223","269988066","Haipeng   Cai","SUNY at Buffalo"
"2505224","270087658","Brandon   Shuck","Louisiana State University"
"2505232","270001474","Martina   Cardone","University of Minnesota-Twin Cities"
"2505232","269946285","Soheil   Mohajer","University of Minnesota-Twin Cities"
"2505232","270088633","Mohammad Ali   Maddah-Ali","University of Minnesota-Twin Cities"
"2505264","270020829","Yizhi   Xiang","University of Missouri-Columbia"
"2505272","269948995","Liang   He","University of Nebraska-Lincoln"
"2505276","270063891","Melisa A Diaz","Ohio State University"
"2505285","269884633","Seyoung   Kim","University of Pittsburgh"
"2505324","000183369","Venkatesan   Sundaresan","University of California-Davis"
"2505324","270112820","Debra   Skinner","University of California-Davis"
"2505326","269961116","Deliang   Fan","Arizona State University"
"2505342","270035038","Christina S Birkel","Arizona State University"
"2505342","270003819","Scott   Sayres","Arizona State University"
"2505342","270027118","Bruno   Azeredo","Arizona State University"
"2505343","269820739","Krishna   Muralidharan","University of Arizona"
"2505343","270080240","Marat   Latypov","University of Arizona"
"2505344","270019236","Christen   Grettenberger","University of California-Davis"
"2505381","269961892","Jie   Xu","University of Florida"
"2505400","270011175","Forough   Ghahramani","NJEDge.Net"
"2505400","270096236","Marina   Kraeva","NJEDge.Net"
"2505400","270105277","Cynthia L Burrows","NJEDge.Net"
"2505400","270116242","Michael D Weiner","NJEDge.Net"
"2505581","269851588","Michelle E Afkhami","University of Miami"
"2505581","269807497","Christopher A Searcy","University of Miami"
"2505582","270071188","Aaron S David","Archbold Expeditions, Inc."
